id,code,name,short_name,rok_id,active,version,uuid,created_by,created_date,last_modified_by,last_modified_date
101592,41707225820000,Киргизия айылный аймак,,36,true,1,de41d999-0230-45b9-a3ac-dd9e65eb0073,import,2023-01-12,import,2023-01-12
101593,41707225826000,Майский айылный аймак,,36,true,1,c7b7e8ae-39a4-484b-8ebd-61a6c6717532,import,2023-01-12,import,2023-01-12
101594,41707225833000,Покровский айылный аймак,,36,true,1,05bdddbc-4ea0-4e2a-80bb-85c83a6c586a,import,2023-01-12,import,2023-01-12
101595,41707225845000,Уч-Коргонский айылный аймак,,36,true,1,b86712e5-a2d3-4d49-86ea-9e2018919478,import,2023-01-12,import,2023-01-12
101596,41707232804000,Аралский айылный аймак,,37,true,1,1f1844cb-9c5a-4126-bcb9-87f8ad86fb30,import,2023-01-12,import,2023-01-12
101597,41707232810000,Джергеталский айылный аймак,,37,true,1,26924c7d-aa31-47e4-be1c-bf7598d4e0ae,import,2023-01-12,import,2023-01-12
101598,41707232813000,Долонский айылный аймак,,37,true,1,ba1f37e1-7b61-454a-be65-32f6b01e0224,import,2023-01-12,import,2023-01-12
101599,41707232820000,Кок-Ойский айылный аймак,,37,true,1,80a9dbc6-74c6-4ab0-b2b7-5d75d5d80339,import,2023-01-12,import,2023-01-12
101600,41707232825000,Бекмолдоевский  айылный аймак,,37,true,1,5fb18ed4-0da2-492c-beea-71da0f025bb4,import,2023-01-12,import,2023-01-12
101601,41707232829000,Айдаралиевский айылный аймак,,37,true,1,03cd2372-a81a-4bfd-9184-10711cdd5a7e,import,2023-01-12,import,2023-01-12
101602,41707232832000,Нуржановский айылный аймак,,37,true,1,8b46e615-e82d-41b2-b7de-c500e183fc48,import,2023-01-12,import,2023-01-12
101603,41707232843000,   Айылный аймак Бердике Батыра ,,37,true,1,f0972e08-5ac5-4c6e-8f48-2acc46c3ab5b,import,2023-01-12,import,2023-01-12
101604,41707232847000,Осмонкуловский айылный аймак,,37,true,1,b0b3a5b8-0521-4e28-980c-f392a23dd7a4,import,2023-01-12,import,2023-01-12
101605,41707232859000,Омуралиевский айылный аймак,,37,true,1,b693d7ae-0290-4afe-96ca-ed98d69555a3,import,2023-01-12,import,2023-01-12
101606,41707232860000,Куугандинский айылный аймак,,37,true,1,c1302b53-5798-4515-a32c-0965fa8d30df,import,2023-01-12,import,2023-01-12
101607,41707232861000,Кара-Суйский айылный аймак,,37,true,1,284b767a-0328-49ab-9e47-3804fcc4bedd,import,2023-01-12,import,2023-01-12
101608,41707232862000,Калбинский айылный аймак,,37,true,1,eda0d67e-dffb-4052-865a-163d2925f220,import,2023-01-12,import,2023-01-12
101609,41708203807000,Аламудунский айылный аймак,,11,true,1,77922758-e251-4993-aa56-810ae9fee6f0,import,2023-01-12,import,2023-01-12
101610,41708203859000,Пригородный айылный аймак,,11,true,1,df519855-bfb9-4277-9d0e-56411619c860,import,2023-01-12,import,2023-01-12
101611,41708206821000,Интернациональный айылный аймак,,12,true,1,0ee4b811-605e-4930-be4a-d34f0e6f74ca,import,2023-01-12,import,2023-01-12
101612,41708206838000,Кочкорбаевский айылный аймак,,12,true,1,cad53bef-630b-48b7-a594-79df2c8106df,import,2023-01-12,import,2023-01-12
101613,41708206873000,Узун-Кырский айылный аймак,,12,true,1,6e7374a3-da7b-4001-925c-3a96dd30a869,import,2023-01-12,import,2023-01-12
101614,41706242865000,Найманский айылный аймак,,45,true,1,01e1d011-4bb9-4639-851b-a4d6a93d5eb3,import,2023-01-12,import,2023-01-12
101615,41708209814000,Красновосточный айылный аймак,,15,true,1,30702101-f67c-49d3-807d-09f72707ad1e,import,2023-01-12,import,2023-01-12
101616,41708209817000,Кызыл-Дыйканский айылный аймак,,15,true,1,2ef2bdf2-bbf8-4c11-b0df-80ab7ae5d82f,import,2023-01-12,import,2023-01-12
101617,41708209822000,Ак-Башатский айылный аймак,,15,true,1,ddccac75-1542-4564-bcfd-7707aec0bbd7,import,2023-01-12,import,2023-01-12
101618,41708209838000,Сары-Кооский айылный аймак,,15,true,1,bda28191-4809-40c0-9b5f-186f4bd67d34,import,2023-01-12,import,2023-01-12
101619,41708217845000,Целинный айылный аймак,,16,true,1,b79cff9a-fa57-4594-933b-1b35a8c1ef89,import,2023-01-12,import,2023-01-12
101620,41708222834000,Айылный аймак им.Крупской ,,14,true,1,b88e28f3-7ec1-4f1a-ab89-6948c2a570d4,import,2023-01-12,import,2023-01-12
101621,41708203803000,Ак-Дебенский айылный аймак,,11,true,1,f6a70acf-e31a-45eb-90e7-0232173896ad,import,2023-01-12,import,2023-01-12
101622,41708203805000,Ала-Арчинский айылный аймак,,11,true,1,25199f45-1008-4c1d-8f5f-623b9bac85b9,import,2023-01-12,import,2023-01-12
101623,41708203809000,Арашанский айылный аймак,,11,true,1,03596182-8a05-4835-8a13-d62b32edfbd7,import,2023-01-12,import,2023-01-12
101624,41708203814000,Васильевский айылный аймак,,11,true,1,76cc06e2-e815-47b0-a540-f01f5d76a96f,import,2023-01-12,import,2023-01-12
101625,41708203819000,Грозденский айылный аймак,,11,true,1,019bf4d7-d9af-4594-a5ae-4269a76171a5,import,2023-01-12,import,2023-01-12
101626,41708203831000,Лебединовский айылный аймак,,11,true,1,1ef3b895-7b9c-42f2-b349-b6f7a2b8c60e,import,2023-01-12,import,2023-01-12
101627,41708203834000,Ленинский айылный аймак,,11,true,1,3c740eef-c1a4-4db4-be7c-7756fb0f529a,import,2023-01-12,import,2023-01-12
101628,41708203838000,Маевский айылный аймак,,11,true,1,7971769b-6ac1-4b5d-a846-3b313b93caa1,import,2023-01-12,import,2023-01-12
101629,41708203845000,Нижнеаларчинский айылный аймак,,11,true,1,6b27e71a-31f1-4ebe-8146-fb76e6ce2d8d,import,2023-01-12,import,2023-01-12
101630,41708203852000,Октябрский айылный аймак,,11,true,1,bac1c3ac-5690-4f05-8972-ae22f2437e98,import,2023-01-12,import,2023-01-12
101631,41708203855000,Айылный аймак Байтик,,11,true,1,e16e6ec2-6fa9-4d54-a7d7-e6be2e966385,import,2023-01-12,import,2023-01-12
101632,41708203864000,Таш-Дебенский айылный аймак,,11,true,1,0848eaa8-274a-4174-a183-18e525bb1ac9,import,2023-01-12,import,2023-01-12
101633,41708203866000,Таш-Мойнокский айылный аймак,,11,true,1,12e9f785-6e2f-40d3-a241-e92e4fe90c34,import,2023-01-12,import,2023-01-12
101634,41708206803000,Ак-Кудукский айылный аймак,,12,true,1,fb177662-5c30-4bc3-a9c1-a4afe5211e60,import,2023-01-12,import,2023-01-12
101635,41708206810000,Бирдикский айылный аймак,,12,true,1,5077e838-ee0c-482f-94a0-8533d68d5237,import,2023-01-12,import,2023-01-12
101636,41708206812000,Ивановский айылный аймак,,12,true,1,8962bdb5-956b-4391-b8f4-2ae0f4933769,import,2023-01-12,import,2023-01-12
101637,41708206816000,Нурманбетский айылный аймак,,12,true,1,3f31c243-d376-4ba8-a7dd-e7148bbf3255,import,2023-01-12,import,2023-01-12
101638,41708206818000,Джээкский айылный аймак,,12,true,1,cb03af0b-0619-4539-b332-a2dccfe88b63,import,2023-01-12,import,2023-01-12
101639,41708206820000,Кен-Булунский айылный аймак,,12,true,1,40f44e04-69db-40cc-bef5-139dcd535cb1,import,2023-01-12,import,2023-01-12
101640,41708206822000,Иссык-Атинский айылный аймак,,12,true,1,6004e4b8-a79d-47f9-b89e-b33f8c9ed519,import,2023-01-12,import,2023-01-12
101641,41708206823000,Краснореченский айылный аймак,,12,true,1,002263e7-32a7-4a8d-b2a9-fb138079ae32,import,2023-01-12,import,2023-01-12
101642,41708206836000,Логвиненковский айылный аймак,,12,true,1,e12f501e-b577-412c-bcf3-3dd286e6e40b,import,2023-01-12,import,2023-01-12
101643,41708206839000,Люксембургский айылный аймак,,12,true,1,a94361d1-89c7-464b-a2bd-c73d9805c526,import,2023-01-12,import,2023-01-12
101644,41708206842000,Милянфанский айылный аймак,,12,true,1,6c5d808f-a93b-4c76-b662-83762dd38392,import,2023-01-12,import,2023-01-12
101645,41708206846000,Сын-Ташский айылный аймак,,12,true,1,d3737d97-eaf7-4880-8626-58f05cb52b99,import,2023-01-12,import,2023-01-12
101646,41708206848000,Новопокровский айылный аймак,,12,true,1,4a8954c8-b538-4934-9565-f9a5d485930e,import,2023-01-12,import,2023-01-12
101647,41708206852000,Юрьевский айылный аймак,,12,true,1,4224cd41-33cd-4a4b-9c06-cd6f24d4339d,import,2023-01-12,import,2023-01-12
101648,41708206870000,Тузский айылный аймак,,12,true,1,e4c66640-76ed-4d31-bd57-c273b47b91b1,import,2023-01-12,import,2023-01-12
101649,41708209811000,Жайылский айылный аймак,,15,true,1,18410b31-5e4a-4269-8314-5d8caa62026e,import,2023-01-12,import,2023-01-12
101650,41708209812000,Кара-Сууский айылный аймак,,15,true,1,13c080b5-a0bc-4f8b-ab9f-36828e91b121,import,2023-01-12,import,2023-01-12
101651,41708209829000,Полтавский айылный аймак,,15,true,1,39a3f295-e833-4cbe-9056-9bb59b70a376,import,2023-01-12,import,2023-01-12
101652,41708209840000,Сары-Булакский айылный аймак,,15,true,1,fc200ae4-69f2-4ed2-893a-7e519cfe2420,import,2023-01-12,import,2023-01-12
101653,41708209844000, Сосновский айылный аймак,,15,true,1,c390feda-dc05-464d-b1c6-e131a72845cb,import,2023-01-12,import,2023-01-12
101654,41708209848000,Степнинский айылный аймак,,15,true,1,0626d0dc-9332-4e7e-8171-855400a5b639,import,2023-01-12,import,2023-01-12
101655,41708209857000,Талды-Булакский айылный аймак,,15,true,1,a65e60dc-f8d3-4543-a875-77a1ba568b8e,import,2023-01-12,import,2023-01-12
101656,41708213804000,Алмалинский айылный аймак,,13,true,1,b5a0f1eb-80b5-46e3-93ee-8d26bac6085e,import,2023-01-12,import,2023-01-12
101657,41708213808000,Боролдойский айылный аймак,,13,true,1,cfeb86ec-61dc-44c0-b8fd-292b15a0a08e,import,2023-01-12,import,2023-01-12
101658,41708213813000,Джаны-Алышский айылный аймак,,13,true,1,ba6edcf5-eee5-4a57-87bc-8a3f011d03f2,import,2023-01-12,import,2023-01-12
101659,41708213817000,Ильичевский айылный аймак,,13,true,1,30ddf450-9b11-47e8-926e-fac1c221cf4d,import,2023-01-12,import,2023-01-12
101660,41708213820000,Кара-Булакский айылный аймак,,13,true,1,a1d7af50-0b15-403e-b425-2e35de0602e6,import,2023-01-12,import,2023-01-12
101661,41708213823000,Кек-Ойрокский айылный аймак,,13,true,1,4ad82183-4af8-4ddf-9bb7-5ee7f0ac56a3,import,2023-01-12,import,2023-01-12
101662,41708213826000,А. Дуйшеевский айылный аймак,,13,true,1,d96d7c0a-e858-4124-9936-231f7bafa579,import,2023-01-12,import,2023-01-12
101663,41708213830000,Кызыл-Октябрский айылный аймак,,13,true,1,4611660c-41da-4700-a7f5-9a3fde38fc4f,import,2023-01-12,import,2023-01-12
101664,41708213839000,Чым-Коргонский айылный аймак,,13,true,1,5eedd05a-5f1a-412f-9a9c-33515eed557e,import,2023-01-12,import,2023-01-12
101665,41708213842000,Чон-Кеминский айылный аймак,,13,true,1,0b6124fd-9309-4572-be99-2ea971edd02d,import,2023-01-12,import,2023-01-12
101666,41708217804000,Ак-Сууский айылный аймак,,16,true,1,ba1faf41-ec90-434c-8497-6024d9aa9ce9,import,2023-01-12,import,2023-01-12
101667,41708217809000,Александровский айылный аймак,,16,true,1,009449f4-6b72-4231-b0bd-d1d53d515e40,import,2023-01-12,import,2023-01-12
101668,41708217811000,Беш-Терекский айылный аймак,,16,true,1,32ea527f-d780-40c9-90d0-45b6c006c3fd,import,2023-01-12,import,2023-01-12
101669,41708217813000,Беловодский айылный аймак,,16,true,1,430f1b83-778e-424a-bcce-6991bf903285,import,2023-01-12,import,2023-01-12
101670,41708217824000,Петровский айылный аймак,,16,true,1,9c1dc086-0668-454e-add5-023e30b92d27,import,2023-01-12,import,2023-01-12
101671,41708217828000,Первомайский айылный аймак,,16,true,1,03b9118d-c4be-48f3-bb62-509d2ef5e7af,import,2023-01-12,import,2023-01-12
101672,41708217832000,Предтеченский айылный аймак,,16,true,1,3a439dee-326a-48b3-9205-5c7b0e6c5239,import,2023-01-12,import,2023-01-12
101673,41708217837000,Садовский айылный аймак,,16,true,1,1471cafc-acc8-4e76-8e1e-5a4fb74e3e93,import,2023-01-12,import,2023-01-12
101674,41708217842000,Телекский айылный аймак,,16,true,1,f00b4855-9e4e-4b6f-8be6-74d0844bc5d7,import,2023-01-12,import,2023-01-12
101675,41708217849000,Чапаевский айылный аймак,,16,true,1,61366a9e-a65a-4794-8767-9c06b44df06e,import,2023-01-12,import,2023-01-12
101676,41708219811000,Вознесеновский айылный аймак,,17,true,1,e1c32dbd-318e-4511-99c7-b2afea7f3536,import,2023-01-12,import,2023-01-12
101677,41708219820000,Кюрпюльдекский айылный аймак,,17,true,1,ae15894b-36e9-45b2-bef9-ffe2320191a1,import,2023-01-12,import,2023-01-12
101678,41708219830000,Ортоевский айылный аймак,,17,true,1,fdd2f86e-6784-435c-8ac9-7ec58a020988,import,2023-01-12,import,2023-01-12
101679,41708219849000,Фрунзенский айылный аймак,,17,true,1,70f17f49-68b5-4e10-8cf1-17a97fa9ac36,import,2023-01-12,import,2023-01-12
101680,41708219855000,Чалдыбарский айылный аймак,,17,true,1,30262b56-4742-4d77-b3ea-20f80f5477c0,import,2023-01-12,import,2023-01-12
101681,41708222805000,Ат-Башынский айылный аймак,,14,true,1,7b96d7a0-4021-4adf-ae88-86027cf3051c,import,2023-01-12,import,2023-01-12
101682,41708222809000,Тош-Булакский айылный аймак,,14,true,1,e4ab123b-ae11-4f58-951c-44d959d90370,import,2023-01-12,import,2023-01-12
101683,41708222813000,Военно-Антоновский айылный аймак,,14,true,1,fe7331fb-43dc-4af1-bb50-913b3dd5747a,import,2023-01-12,import,2023-01-12
101684,41708222817000,Гавриловский айылный аймак,,14,true,1,b4189f9f-9385-4834-8c92-868eab20110a,import,2023-01-12,import,2023-01-12
101685,41708222826000,Джаны-Пахтинский айылный аймак,,14,true,1,440da53a-ed7c-40a3-8ae4-1e4fbb4dd327,import,2023-01-12,import,2023-01-12
101686,41708222822000, Джаны-Джерский айылный аймак,,14,true,1,754459c2-3dd8-4085-a9b1-94cd3c6b0dc0,import,2023-01-12,import,2023-01-12
101687,41708222828000,Камышановский айылный аймак,,14,true,1,1c45297c-1a77-43d5-8cf9-f212e2a462f5,import,2023-01-12,import,2023-01-12
101688,41708222829000,Асылбашский айылный аймак,,14,true,1,aa9eb537-1d65-46ce-a2b9-8e6f5b2c66de,import,2023-01-12,import,2023-01-12
101689,41708222832000,Кунтууский айылный аймак,,14,true,1,28a92481-450c-4d17-8a8f-01ca92ae8d15,import,2023-01-12,import,2023-01-12
101690,41708222838000,Кызыл-Тууский айылный аймак,,14,true,1,ae06d121-a3f8-4e69-80af-a8446223abc2,import,2023-01-12,import,2023-01-12
101691,41708222849000,Новопавловский айылный аймак,,14,true,1,fbbcc584-3cf9-4eb2-ab2a-bcb8149d3d41,import,2023-01-12,import,2023-01-12
101692,41708222852000,Сазский айылный аймак,,14,true,1,092aa8ca-d23b-4ec7-bbe0-0966b0b33623,import,2023-01-12,import,2023-01-12
101693,41708222856000,Орокский айылный аймак,,14,true,1,ca797fa6-f2dd-4778-a194-96cf0315f53f,import,2023-01-12,import,2023-01-12
101694,41708222860000,Первомайский айылный аймак,,14,true,1,92cf731e-6eb6-45a1-8e9c-b359a7e7171b,import,2023-01-12,import,2023-01-12
101695,41708222865000, Сокулукский айылный аймак,,14,true,1,db7150a8-3bb3-421f-b5a0-802ec7dcb88e,import,2023-01-12,import,2023-01-12
101696,41708222869000,Фрунзенский айылный аймак,,14,true,1,680cca0f-92e0-4152-b089-4bf5bedc4b1a,import,2023-01-12,import,2023-01-12
101697,41708222872000,Айылный аймак им.Кайназаровой ,,14,true,1,ab5e9ab0-9232-4ed3-af2f-82adb2728f99,import,2023-01-12,import,2023-01-12
101698,41708223809000,Буранинский айылный аймак,,18,true,1,21211f21-a27a-4639-9b23-bf7cc7b7c313,import,2023-01-12,import,2023-01-12
101699,41708223812000,Искринский айылный аймак,,18,true,1,aaddd35e-19f7-4c1b-b158-5957b86230f2,import,2023-01-12,import,2023-01-12
101700,41708223815000,Ибраимовский айылный аймак,,18,true,1,8816f633-75d4-4542-9f29-ae4c691b13b1,import,2023-01-12,import,2023-01-12
101701,41708223820000,Кегетинский айылный аймак,,18,true,1,a76af784-1b1c-4455-b7f2-f2efac2385bf,import,2023-01-12,import,2023-01-12
101702,41708223825000,Кош-Коргонский айылный аймак,,18,true,1,eb1be5c2-6bc6-4c83-8416-ce1265251398,import,2023-01-12,import,2023-01-12
101703,41708223840000,Онбир-Джылгинский айылный аймак,,18,true,1,58ac665a-e1d9-4512-af4c-2c9dd28c52f4,import,2023-01-12,import,2023-01-12
101704,41708223845000,Сайлыкский айылный аймак,,18,true,1,4eac68bd-9dca-4ca0-905e-97b8bdca5fe9,import,2023-01-12,import,2023-01-12
101705,41708223863000,Чуйский айылный аймак,,18,true,1,bd829660-3a22-4e53-a6ba-d674cbae4b59,import,2023-01-12,import,2023-01-12
101706,41708223868000,Шамшинский айылный аймак,,18,true,1,c2564501-9911-4d1d-a37a-18559a9bb220,import,2023-01-12,import,2023-01-12
101707,41708223804000,Ак-Бешимский айылный аймак,,18,true,1,82864fd2-fd04-425f-b52d-99428a2ca0e2,import,2023-01-12,import,2023-01-12
101708,41708222846000,Нижнечуйский айылный аймак,,14,true,1,4e5f2456-e509-4a7d-b3be-bd1ea60231b9,import,2023-01-12,import,2023-01-12
101709,41708209830000,Суусамырский айылный аймак,,15,true,1,1e71c32d-c020-4a26-8fbf-cc337281e990,import,2023-01-12,import,2023-01-12
101710,41708203826000,Кара-Джыгачский айылный аймак,,11,true,1,01b4e937-7a8c-48c0-ab06-3939ca1ebd9d,import,2023-01-12,import,2023-01-12
101711,41708203828000,Кек-Джарский айылный аймак,,11,true,1,6618dfc1-4441-44ee-aefc-fc84a281039e,import,2023-01-12,import,2023-01-12
101712,41708217840000,Сретенский айылный аймак,,16,true,1,cc317d6f-5a11-484a-ba33-ad04f3a7de03,import,2023-01-12,import,2023-01-12
101713,41707215840000,Чолпонбайский айылный аймак,,34,true,1,c5e6fcfe-6cd1-4969-9f9b-47f2cbd0a53d,import,2023-01-12,import,2023-01-12
101714,41702205855000,Жыргаланский айылный аймак,,20,true,1,7573b40a-77e3-4f4a-980b-e3a4b77d4440,import,2023-01-12,import,2023-01-12
101715,41702220828000,Каджи-Сайский айылный аймак,,23,true,1,f37fb634-5a43-4b52-93fe-e58b7cf72c6f,import,2023-01-12,import,2023-01-12
101716,41702225896000,Ак-Булакский айылный аймак,,24,true,1,d56e8111-8a23-4f86-979e-f842434d759f,import,2023-01-12,import,2023-01-12
101717,41702420510010,пгт. Орто-Токой,,25,true,1,135bd234-540f-485c-9fb6-84906e3a580a,import,2023-01-12,import,2023-01-12
101718,41703225600010,г.Токтогул,,51,true,1,24c2e856-c1b7-4edc-94fa-3ff0eb91d3f9,import,2023-01-12,import,2023-01-12
101719,41703230844000,Сумсарский  айылный аймак,,56,true,1,5fd88677-614e-4154-be4a-c6ffb6947317,import,2023-01-12,import,2023-01-12
101720,41703230847000,Терек-Сайский  айылный аймак,,56,true,1,cd0b58be-bd81-4b0f-b56b-ba583b603a82,import,2023-01-12,import,2023-01-12
101721,41704230840000,Мин-Кушский айылный аймак,,31,true,1,a4d4124e-3a38-48c2-94cb-50ea54ef29c5,import,2023-01-12,import,2023-01-12
101722,41704245863000,Достукский айылный аймак,,28,true,1,254eb0a2-ef55-4908-be22-982092d64174,import,2023-01-12,import,2023-01-12
101723,41705258867000,Чаувайский айылный аймак,,64,true,1,ecd645cf-9a6f-471d-9a02-a04d3da55626,import,2023-01-12,import,2023-01-12
101724,41705258864000,Советский айылный аймак,,64,true,1,3f355db7-0726-4e1a-b92c-cb29fd8d192f,import,2023-01-12,import,2023-01-12
101725,41706207844000,Сары-Ташский айылный аймак,,42,true,1,4384162f-29d8-480d-abda-f5c723f6ffcf,import,2023-01-12,import,2023-01-12
101726,41707215846000,Маймакский айылный аймак,,34,true,1,ac23d5ac-6a7f-4161-a3d4-84ff8b282dca,import,2023-01-12,import,2023-01-12
101727,41708213845000,Ак-Тюзский айылный аймак,,13,true,1,9707c072-5aeb-48f0-be62-3d43b1b01864,import,2023-01-12,import,2023-01-12
101728,41702215600010,г.Чолпон-Ата,,22,true,1,f6019c44-951b-4add-b5f6-03b7758615e2,import,2023-01-12,import,2023-01-12
101729,41703211610010,г.Кербен,,54,true,1,31422146-191e-4cb7-b63b-e47fb2762a45,import,2023-01-12,import,2023-01-12
101730,41703215600010,г.Кочкор-Ата,,53,true,1,170f5cd9-c371-4f71-af4b-8f3e34585c44,import,2023-01-12,import,2023-01-12
101731,41705410000010,г.Баткен,,63,true,1,6ac80ccd-1738-4783-b14d-b7f754c28ba5,import,2023-01-12,import,2023-01-12
101732,41705236610010,г.Исфана,,62,true,1,ddfc06bc-91bf-4091-992a-55d61f8583db,import,2023-01-12,import,2023-01-12
101733,41706226600010,г.Кара-Суу,,41,true,1,e6904341-cf0d-4ea7-8163-08c6a99c3b79,import,2023-01-12,import,2023-01-12
101734,41706242600010,г.Ноокат,,45,true,1,c0f55b4a-1d01-4dfd-bbdd-9dcad502b14e,import,2023-01-12,import,2023-01-12
101735,41706255600010,г.Узген,,40,true,1,02a97093-55b8-4186-975c-b715c898f2ea,import,2023-01-12,import,2023-01-12
101736,41707400000010,г.Талас,,37,true,1,6d62e4e0-97ef-4119-93a1-53785241cdc6,import,2023-01-12,import,2023-01-12
101737,41708206600010,г.Кант,,12,true,1,9c4b11b6-a759-4204-8c7c-558857e001ef,import,2023-01-12,import,2023-01-12
101738,41708209600010,г.Кара-Балта,,15,true,1,4d923be4-fb20-43ab-87ab-4f84bfe788d6,import,2023-01-12,import,2023-01-12
101739,41708222600010,г.Шопоков,,14,true,1,3a69c4ce-5173-436b-aa49-51f43377239f,import,2023-01-12,import,2023-01-12
101740,41703220400010,г.Кок-Жангак,,58,true,1,db44084d-f5ac-4030-99c0-5e4a0c1f68e0,import,2023-01-12,import,2023-01-12
101741,41708400000010,г.Токмок,,18,true,1,22341333-22bf-4478-a5ce-6cc28f276e22,import,2023-01-12,import,2023-01-12
101742,41704400000010,г.Нарын,,28,true,1,2d74e74f-3e03-462f-88be-06d10449c5c4,import,2023-01-12,import,2023-01-12
101744,41721000000000,г.Ош,,39,true,1,188aca67-7863-4e3c-aa5c-b6b06c628d84,import,2023-01-12,import,2023-01-12
101745,41705430000010,г.Кызыл-Кия,,65,true,1,37346f27-95c6-42ac-bbb3-bf15f7982d57,import,2023-01-12,import,2023-01-12
101746,41705420000010,г.Сулюкта,,66,true,1,8f9ae0a0-a53b-455d-a38b-e10b96ac5198,import,2023-01-12,import,2023-01-12
101747,41703410000010,г.Джалал-Абад,,48,true,1,eefcf8ee-9ff9-45c9-8f70-7f6ac21611e4,import,2023-01-12,import,2023-01-12
101748,41703430000010,г.Майлуу-Суу,,60,true,1,dc3e8e0c-33c7-4695-82e2-3b23c83946e0,import,2023-01-12,import,2023-01-12
101749,41703420000010,г.Таш-Кумыр,,59,true,1,a7ae0d69-d783-445b-94e0-26ab83920f29,import,2023-01-12,import,2023-01-12
101750,41703440000010,г.Кара-Куль,,57,true,1,a19bfe4c-91dc-4aad-a741-89853629531b,import,2023-01-12,import,2023-01-12
101751,41702410000010,г.Каракол,,26,true,1,a14c684c-60b9-4f9a-b5f1-99d8b68734f1,import,2023-01-12,import,2023-01-12
101752,41702420000010,г.Балыкчы,,25,true,1,4acd06de-3fa3-4564-9832-2acb4f1bf8ab,import,2023-01-12,import,2023-01-12
101753,41705258600010,г.Айдаркен,,64,true,1,2a86c7df-79a5-4597-9ae2-4f8c1286ea19,import,2023-01-12,import,2023-01-12
101754,41705258610020,г.Кадамжай,,64,true,1,85feccc3-86a3-498b-ac04-82ea1e2c490d,import,2023-01-12,import,2023-01-12
101755,41708213600020,г.Кемин,,13,true,1,8ae9adc9-c956-4a8b-9fac-48289d4f537c,import,2023-01-12,import,2023-01-12
101756,41708213600010,г.Орловка,,13,true,1,2c674b6d-c0b4-4eff-953b-b943d87addf8,import,2023-01-12,import,2023-01-12
101757,41708219600010,г.Каинды,,17,true,1,7ebbe3b0-ac42-4fd2-b4f6-b95aef29f0e7,import,2023-01-12,import,2023-01-12
101758,41708219836000,Айылный аймак Курама,,17,true,1,45659df0-022d-4334-94b1-778b461e34b8,import,2023-01-12,import,2023-01-12
156860,41700000000003,Бюджет ФОМС,,5,true,1,45782e2e-3098-4aa8-96b6-1706e22d2671,import,2023-01-12,import,2023-01-12
926553,41700000000002,Бюджет Социального фонда   ,Бюджет Соцаильного фонда,5,true,1,d34781fa-42a7-41a5-a0c2-f863ec1bde7a,import,2023-01-12,import,2023-01-12
1396652,41703207600010,г.Базар-Коргон (Бюджет города районного назначения),,50,true,1,5be8dbca-5d97-4e22-9aa7-88fa74c8b3f9,import,2023-01-12,import,2023-01-12
